Time,Short Temp Sensor,Long Temp Sensor,K2001,S7081
2020-07-03 23:55:00.221787,23.609375,23.7734375,+9.284800E+00,     9.285790  
2020-07-03 23:55:10.358606,23.609375,23.7734375,+9.284817E+00,     9.285805  
2020-07-03 23:55:20.496943,23.609375,23.7734375,+9.284824E+00,     9.285814  
2020-07-03 23:55:30.563224,23.609375,23.7734375,+9.284836E+00,     9.285822  
2020-07-03 23:55:40.772048,23.609375,23.78125,+9.284844E+00,     9.285831  
2020-07-03 23:55:50.909704,23.6015625,23.7734375,+9.284855E+00,     9.285843  
2020-07-03 23:56:01.048623,23.6015625,23.78125,+9.284864E+00,     9.285855  
2020-07-03 23:56:11.184623,23.609375,23.78125,+9.284882E+00,     9.285869  
2020-07-03 23:56:21.322764,23.609375,23.7734375,+9.284898E+00,     9.285884  
2020-07-03 23:56:31.388947,23.609375,23.78125,+9.284908E+00,     9.285895  
2020-07-03 23:56:41.597800,23.609375,23.7890625,+9.284929E+00,     9.285910  
2020-07-03 23:56:51.735928,23.609375,23.78125,+9.284945E+00,     9.285932  
2020-07-03 23:57:01.872555,23.609375,23.78125,+9.284961E+00,     9.285947  
2020-07-03 23:57:12.010760,23.609375,23.78125,+9.284977E+00,     9.285959  
2020-07-03 23:57:22.148969,23.6171875,23.78125,+9.284993E+00,     9.285976  
2020-07-03 23:57:32.285372,23.6171875,23.78125,+9.284999E+00,     9.285990  
2020-07-03 23:57:42.424119,23.6171875,23.78125,+9.285016E+00,     9.286009  
2020-07-03 23:57:52.560241,23.6171875,23.78125,+9.285031E+00,     9.286025  
2020-07-03 23:58:02.698153,23.6171875,23.78125,+9.285047E+00,     9.286038  
2020-07-03 23:58:12.774725,23.6171875,23.78125,+9.285061E+00,     9.286050  
2020-07-03 23:58:22.973365,23.6171875,23.7890625,+9.285071E+00,     9.286058  
2020-07-03 23:58:33.110704,23.609375,23.78125,+9.285085E+00,     9.286081  
2020-07-03 23:58:43.248269,23.6171875,23.7890625,+9.285098E+00,     9.286093  
2020-07-03 23:58:53.386388,23.6171875,23.7890625,+9.285118E+00,     9.286115  
2020-07-03 23:59:03.523592,23.6171875,23.7890625,+9.285132E+00,     9.286125  
2020-07-03 23:59:13.661078,23.6171875,23.7890625,+9.285148E+00,     9.286143  
2020-07-03 23:59:23.799589,23.6171875,23.7890625,+9.285166E+00,     9.286157  
2020-07-03 23:59:33.936178,23.6171875,23.796875,+9.285185E+00,     9.286176  
2020-07-03 23:59:44.074715,23.6171875,23.796875,+9.285207E+00,     9.286193  
2020-07-03 23:59:54.211030,23.625,23.796875,+9.285226E+00,     9.286212  
2020-07-04 00:00:04.348246,23.625,23.796875,+9.285241E+00,     9.286226  
2020-07-04 00:00:14.423953,23.625,23.796875,+9.285253E+00,     9.286245  
2020-07-04 00:00:24.624053,23.6171875,23.796875,+9.285270E+00,     9.286263  
2020-07-04 00:00:34.762465,23.6171875,23.796875,+9.285287E+00,     9.286283  
2020-07-04 00:00:44.899115,23.625,23.796875,+9.285299E+00,     9.286304  
2020-07-04 00:00:55.138848,23.6171875,23.8046875,+9.285325E+00,     9.286325  
2020-07-04 00:01:05.276972,23.6171875,23.8046875,+9.285344E+00,     9.286347  
2020-07-04 00:01:15.516638,23.625,23.8046875,+9.285366E+00,     9.286366  
2020-07-04 00:01:25.654609,23.625,23.8046875,+9.285382E+00,     9.286390  
2020-07-04 00:01:35.791795,23.6171875,23.8046875,+9.285417E+00,     9.286414  
2020-07-04 00:01:45.929208,23.625,23.8046875,+9.285444E+00,     9.286440  
2020-07-04 00:01:56.067764,23.625,23.8046875,+9.285472E+00,     9.286464  
2020-07-04 00:02:06.154736,23.6171875,23.8125,+9.285498E+00,     9.286492  
2020-07-04 00:02:16.341792,23.625,23.8046875,+9.285533E+00,     9.286521  
2020-07-04 00:02:26.479375,23.625,23.8046875,+9.285554E+00,     9.286552  
2020-07-04 00:02:36.617281,23.625,23.8046875,+9.285586E+00,     9.286577  
2020-07-04 00:02:46.755729,23.625,23.8125,+9.285609E+00,     9.286606  
2020-07-04 00:02:56.798111,23.625,23.8046875,+9.285635E+00,     9.286634  
2020-07-04 00:03:06.927524,23.625,23.8125,+9.285666E+00,     9.286662  
2020-07-04 00:03:17.065869,23.625,23.8125,+9.285695E+00,     9.286690  
2020-07-04 00:03:27.304418,23.6171875,23.8125,+9.285722E+00,     9.286716  
2020-07-04 00:03:37.444082,23.625,23.8046875,+9.285748E+00,     9.286740  
2020-07-04 00:03:47.580196,23.625,23.8125,+9.285772E+00,     9.286759  
2020-07-04 00:03:57.717880,23.625,23.8125,+9.285785E+00,     9.286778  
2020-07-04 00:04:07.854764,23.625,23.8125,+9.285798E+00,     9.286796  
2020-07-04 00:04:17.993214,23.625,23.8125,+9.285819E+00,     9.286813  
2020-07-04 00:04:28.130461,23.625,23.8125,+9.285842E+00,     9.286833  
2020-07-04 00:04:38.371559,23.625,23.8046875,+9.285862E+00,     9.286849  
2020-07-04 00:04:48.508025,23.625,23.8125,+9.285876E+00,     9.286865  
2020-07-04 00:04:58.646013,23.625,23.8046875,+9.285893E+00,     9.286875  
2020-07-04 00:05:08.784341,23.625,23.8125,+9.285900E+00,     9.286894  
2020-07-04 00:05:19.024389,23.6328125,23.8125,+9.285919E+00,     9.286917  
2020-07-04 00:05:29.344276,23.625,23.8046875,+9.285933E+00,     9.286928  
2020-07-04 00:05:39.503314,23.625,23.8125,+9.285942E+00,     9.286936  
2020-07-04 00:05:49.641749,23.625,23.8046875,+9.285947E+00,     9.286944  
2020-07-04 00:05:59.778265,23.6328125,23.8046875,+9.285963E+00,     9.286948  
